,城市,链接,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,价格（单位：人民币）,别墅类型
344,沈阳,https://sy.lianjia.com/ershoufang/102105619172.html,3室1厅1厨2卫,低楼层 (共14层),157.33㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-06-01,商品房,2020-01-07,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,678000.0,
345,沈阳,https://sy.lianjia.com/ershoufang/102105506445.html,2室1厅1厨2卫,低楼层 (共28层),74.83㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯三户,集中供暖,有,2022-05-01,商品房,2017-05-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,760000.0,
346,沈阳,https://sy.lianjia.com/ershoufang/102105202456.html,3室1厅1厨2卫,中楼层 (共7层),182.48㎡,平层,暂无数据,板塔结合,南 北,框架结构,精装,一梯两户,集中供暖,有,2021-12-29,商品房,2012-12-18,普通住宅,满五年,共有,"
                                有抵押 60万元 银行 客户偿还
                              ",已上传房本照片,2050000.0,
347,沈阳,https://sy.lianjia.com/ershoufang/102105812946.html,2室1厅1厨1卫,高楼层 (共33层),68.89㎡,平层,暂无数据,板楼,东南,钢混结构,精装,十二梯四户,集中供暖,有,2022-07-21,商品房,2018-12-04,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,569000.0,
348,沈阳,https://sy.lianjia.com/ershoufang/102104435479.html,3室2厅1厨2卫,中楼层 (共6层),120.01㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,无,2021-06-07,商品房,2018-11-20,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,690000.0,
349,沈阳,https://sy.lianjia.com/ershoufang/102105790019.html,3室1厅1厨2卫,高楼层 (共33层),121.18㎡,平层,91.27㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-07-15,商品房,2020-11-21,普通住宅,暂无数据,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,950000.0,
350,沈阳,https://sy.lianjia.com/ershoufang/102105864241.html,3室2厅1厨2卫,中楼层 (共22层),114.22㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-08-03,商品房,2020-06-06,普通住宅,暂无数据,非共有,"
                                有抵押 38万元 业主自还
                              ",已上传房本照片,920000.0,
351,沈阳,https://sy.lianjia.com/ershoufang/102106091248.html,3室2厅1厨1卫,高楼层 (共17层),129.79㎡,平层,暂无数据,板楼,西 南 北,框架结构,简装,两梯四户,集中供暖,有,2022-10-10,商品房,2009-09-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1300000.0,
352,沈阳,https://sy.lianjia.com/ershoufang/102104777206.html,3室2厅1厨2卫,中楼层 (共5层),120.9㎡,平层,103.26㎡,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据,暂无数据,2021-08-23,商品房,2015-05-07,普通住宅,满五年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,1400000.0,
353,沈阳,https://sy.lianjia.com/ershoufang/102104261320.html,4室1厅1厨2卫,高楼层 (共18层),162.37㎡,平层,162㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-04-30,商品房,2018-12-18,普通住宅,暂无数据,非共有,"
                                有抵押 45万元 建设银行
                              ",已上传房本照片,1390000.0,
354,沈阳,https://sy.lianjia.com/ershoufang/102106114309.html,2室2厅1厨1卫,高楼层 (共32层),88.5㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-10-16,商品房,2016-07-28,普通住宅,满五年,非共有,"
                                有抵押 20万元 工商 业主自还
                              ",已上传房本照片,1690000.0,
355,沈阳,https://sy.lianjia.com/ershoufang/102106007645.html,3室2厅1厨3卫,低楼层 (共47层),174.62㎡,平层,暂无数据,板楼,南 北 西,钢混结构,精装,两梯两户,集中供暖,有,2022-09-15,商品房,2019-05-18,普通住宅,暂无数据,共有,"
                                有抵押 170万元
                              ",已上传房本照片,4760000.0,
356,沈阳,https://sy.lianjia.com/ershoufang/102105525270.html,2室2厅1厨1卫,中楼层 (共24层),119.54㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-05-07,商品房,2018-05-20,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,890000.0,
357,沈阳,https://sy.lianjia.com/ershoufang/102104429505.html,2室1厅1厨1卫,中楼层 (共32层),86.17㎡,平层,70.08㎡,板塔结合,西南,钢混结构,其他,一梯三户,集中供暖,暂无数据,2021-06-06,商品房,2019-12-01,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
358,沈阳,https://sy.lianjia.com/ershoufang/102104844422.html,3室2厅1厨1卫,中楼层 (共5层),111.47㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,无,2021-09-06,商品房,2010-03-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1790000.0,
359,沈阳,https://sy.lianjia.com/ershoufang/102104554177.html,2室1厅1厨1卫,高楼层 (共18层),75.22㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-07-03,商品房,2018-04-09,普通住宅,暂无数据,共有,"
                                有抵押 30万元
                              ",已上传房本照片,570000.0,
360,沈阳,https://sy.lianjia.com/ershoufang/102104595484.html,3室2厅1厨2卫,中楼层 (共33层),164.39㎡,平层,127.55㎡,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-07-11,商品房,2017-09-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,5480000.0,
361,沈阳,https://sy.lianjia.com/ershoufang/102105381657.html,3室2厅1厨1卫,中楼层 (共29层),102.92㎡,平层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,集中供暖,有,2022-03-05,已购公房,2020-10-03,普通住宅,暂无数据,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,995000.0,
362,沈阳,https://sy.lianjia.com/ershoufang/102105675942.html,3室2厅1厨1卫,低楼层 (共33层),91.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-06-15,商品房,2015-10-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,620000.0,
363,沈阳,https://sy.lianjia.com/ershoufang/102105717172.html,2室1厅1厨1卫,高楼层 (共4层),58.7㎡,平层,暂无数据,暂无数据,南 北,未知结构,简装,一梯一户,暂无数据,暂无数据,2022-06-26,商品房,2004-09-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,250000.0,
364,沈阳,https://sy.lianjia.com/ershoufang/102104777375.html,3室2厅1厨2卫,低楼层 (共33层),167.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-08-23,商品房,2016-04-29,普通住宅,满五年,非共有,"
                                有抵押 85万元 农业银行 客户偿还
                              ",已上传房本照片,2790000.0,
365,沈阳,https://sy.lianjia.com/ershoufang/102105285890.html,3室1厅1厨2卫,中楼层 (共34层),91.77㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-02-11,商品房,2020-06-08,普通住宅,暂无数据,非共有,"
                                有抵押 47万元 盛京银行 客户偿还
                              ",已上传房本照片,1060000.0,
366,沈阳,https://sy.lianjia.com/ershoufang/102105510278.html,2室2厅1厨1卫,中楼层 (共34层),89.32㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-05-02,商品房,2020-06-14,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 盛京银行 客户偿还
                              ",已上传房本照片,910000.0,
367,沈阳,https://sy.lianjia.com/ershoufang/102106152468.html,3室1厅1厨2卫,高楼层 (共33层),122.14㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2022-10-28,商品房,2019-10-25,普通住宅,暂无数据,非共有,"
                                有抵押
                              ",已上传房本照片,1500000.0,
368,沈阳,https://sy.lianjia.com/ershoufang/102104313672.html,3室2厅1厨2卫,中楼层 (共28层),142.53㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-05-11,商品房,2013-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1280000.0,
369,沈阳,https://sy.lianjia.com/ershoufang/102105304520.html,1室1厅1厨1卫,低楼层 (共30层),53.04㎡,平层,40.04㎡,板楼,南,钢混结构,精装,一梯三户,集中供暖,有,2022-02-16,商品房,2019-11-03,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,430000.0,
370,沈阳,https://sy.lianjia.com/ershoufang/102106000934.html,4室2厅1厨3卫,低楼层 (共3层),192.88㎡,,暂无数据,,南 北,钢混结构,毛坯,,集中供暖,,2022-09-13,商品房,2018-08-12,别墅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,950000.0,联排
371,沈阳,https://sy.lianjia.com/ershoufang/102104437976.html,3室1厅1厨1卫,低楼层 (共26层),111.53㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2021-06-08,商品房,2018-08-06,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,910000.0,
372,沈阳,https://sy.lianjia.com/ershoufang/102103877392.html,3室2厅1厨2卫,中楼层 (共25层),156.73㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2021-02-04,商品房,2018-02-07,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,2000000.0,
373,沈阳,https://sy.lianjia.com/ershoufang/102105965541.html,3室1厅1厨2卫,高楼层 (共33层),105.55㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯六户,集中供暖,有,2022-08-31,商品房,2020-10-13,普通住宅,暂无数据,非共有,"
                                有抵押 45万元
                              ",已上传房本照片,837000.0,
374,沈阳,https://sy.lianjia.com/ershoufang/102105494086.html,2室1厅1厨1卫,高楼层 (共34层),97.09㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-04-25,商品房,2019-09-09,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1540000.0,
375,沈阳,https://sy.lianjia.com/ershoufang/102104956177.html,3室2厅1厨2卫,高楼层 (共29层),114.68㎡,平层,暂无数据,板楼,东 南,钢混结构,精装,两梯四户,集中供暖,有,2021-10-06,商品房,2009-07-06,普通住宅,满五年,共有,"
                                有抵押 15万元 建行 业主自还
                              ",已上传房本照片,1580000.0,
376,沈阳,https://sy.lianjia.com/ershoufang/102104229927.html,2室1厅1厨1卫,中楼层 (共33层),76.9㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-04-23,商品房,2019-03-04,普通住宅,暂无数据,非共有,"
                                有抵押 36万元 工商银行 客户偿还
                              ",已上传房本照片,880000.0,
377,沈阳,https://sy.lianjia.com/ershoufang/102105838577.html,2室1厅1厨1卫,高楼层 (共6层),50.83㎡,平层,43.16㎡,板楼,南,钢混结构,简装,一梯四户,集中供暖,无,2022-07-27,商品房,2018-07-10,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,270000.0,
378,沈阳,https://sy.lianjia.com/ershoufang/102106209261.html,3室2厅1厨2卫,中楼层 (共21层),130.72㎡,平层,暂无数据,板楼,西南 北,砖混结构,精装,两梯四户,集中供暖,有,2022-11-16,商品房,2017-01-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1700000.0,
379,沈阳,https://sy.lianjia.com/ershoufang/102105816017.html,3室2厅1厨1卫,低楼层 (共32层),96.41㎡,平层,暂无数据,板楼,西南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-07-22,商品房,2017-01-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1290000.0,
380,沈阳,https://sy.lianjia.com/ershoufang/102106166931.html,3室2厅1厨1卫,中楼层 (共32层),109.97㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯四户,集中供暖,有,2022-11-02,商品房,2015-05-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,850000.0,
381,沈阳,https://sy.lianjia.com/ershoufang/102105764128.html,2室2厅1厨1卫,高楼层 (共34层),85.08㎡,平层,65.89㎡,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2022-07-08,商品房,2019-09-06,普通住宅,暂无数据,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,1065000.0,
382,沈阳,https://sy.lianjia.com/ershoufang/102106151451.html,3室2厅1厨2卫,高楼层 (共18层),115.64㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-28,商品房,2020-12-12,普通住宅,暂无数据,共有,"
                                有抵押 57万元 中国银行 客户偿还
                              ",已上传房本照片,1980000.0,
383,沈阳,https://sy.lianjia.com/ershoufang/102105495022.html,3室2厅1厨2卫,低楼层 (共22层),131.18㎡,跃层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2022-04-26,商品房,2012-07-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1160000.0,
384,沈阳,https://sy.lianjia.com/ershoufang/102105964109.html,4室1厅1厨2卫,低楼层 (共6层),136.62㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2022-08-31,商品房,2020-11-15,普通住宅,暂无数据,非共有,"
                                有抵押 80万元
                              ",已上传房本照片,1990000.0,
385,沈阳,https://sy.lianjia.com/ershoufang/102105592270.html,3室2厅1厨1卫,中楼层 (共29层),118.15㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-05-25,商品房,2020-07-05,普通住宅,暂无数据,共有,"
                                有抵押 50万元
                              ",已上传房本照片,1180000.0,
386,沈阳,https://sy.lianjia.com/ershoufang/102105769556.html,3室1厅1厨2卫,中楼层 (共11层),100.87㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯一户,集中供暖,有,2022-07-09,商品房,2020-09-01,普通住宅,暂无数据,共有,"
                                有抵押 100万元 企业贷
                              ",已上传房本照片,1190000.0,
387,沈阳,https://sy.lianjia.com/ershoufang/102106043016.html,1室1厅1厨1卫,高楼层 (共26层),61.57㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,集中供暖,有,2022-09-25,商品房,2016-06-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1170000.0,
388,沈阳,https://sy.lianjia.com/ershoufang/102105795922.html,3室2厅1厨2卫,中楼层 (共30层),116.4㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-07-16,商品房,2020-04-10,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,810000.0,
389,沈阳,https://sy.lianjia.com/ershoufang/102105548171.html,3室2厅1厨1卫,中楼层 (共32层),98.3㎡,平层,暂无数据,暂无数据,北 南,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-05-14,商品房,2020-08-16,普通住宅,暂无数据,非共有,"
                                有抵押 44万元 客户偿还
                              ",已上传房本照片,560000.0,
390,沈阳,https://sy.lianjia.com/ershoufang/102105467004.html,3室2厅1厨1卫,高楼层 (共25层),99.08㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-04-14,商品房,2020-03-06,普通住宅,暂无数据,非共有,"
                                有抵押 25万元
                              ",已上传房本照片,1168000.0,
391,沈阳,https://sy.lianjia.com/ershoufang/102106218354.html,3室1厅1厨2卫,高楼层 (共30层),116.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-20,商品房,2015-04-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,980000.0,
392,沈阳,https://sy.lianjia.com/ershoufang/102105189692.html,3室2厅1厨1卫,低楼层 (共18层),112.27㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-12-23,商品房,2016-11-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1120000.0,
393,沈阳,https://sy.lianjia.com/ershoufang/102103597415.html,4室2厅1厨3卫,中楼层 (共27层),194.26㎡,平层,161.53㎡,板塔结合,南 北,钢混结构,精装,两梯两户,集中供暖,有,2020-11-02,商品房,2018-10-23,普通住宅,暂无数据,非共有,"
                                有抵押 60万元 兴业 客户偿还
                              ",已上传房本照片,1130000.0,
394,沈阳,https://sy.lianjia.com/ershoufang/102106018243.html,2室2厅1厨1卫,低楼层 (共27层),94.44㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-09-18,商品房,2017-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1450000.0,
395,沈阳,https://sy.lianjia.com/ershoufang/102106196167.html,2室1厅1厨1卫,高楼层 (共23层),90.48㎡,平层,68.1㎡,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-11-11,商品房,2018-03-20,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1050000.0,
396,沈阳,https://sy.lianjia.com/ershoufang/102106100724.html,3室2厅1厨1卫,低楼层 (共6层),98.74㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,暂无数据,2022-10-12,商品房,2019-11-14,普通住宅,暂无数据,非共有,"
                                有抵押 50万元 中国建设银行 客户偿还
                              ",已上传房本照片,860000.0,
397,沈阳,https://sy.lianjia.com/ershoufang/102104795791.html,3室1厅1厨2卫,低楼层 (共14层),137㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2021-08-27,商品房,2016-06-07,普通住宅,满五年,共有,"
                                有抵押 30万元 建设 客户偿还
                              ",已上传房本照片,1450000.0,
398,沈阳,https://sy.lianjia.com/ershoufang/102104512991.html,3室2厅1厨2卫,低楼层 (共34层),139.75㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-06-23,商品房,2019-08-08,普通住宅,暂无数据,共有,"
                                有抵押
                              ",已上传房本照片,2250000.0,
399,沈阳,https://sy.lianjia.com/ershoufang/102103068152.html,2室2厅1厨1卫,高楼层 (共33层),84.85㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2020-07-12,商品房,2017-05-12,普通住宅,满五年,非共有,"
                                有抵押 30万元 30万公积金
                              ",已上传房本照片,1530000.0,
400,沈阳,https://sy.lianjia.com/ershoufang/102105511418.html,3室2厅1厨2卫,高楼层 (共17层),117.73㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯三户,集中供暖,有,2022-05-03,商品房,2019-01-04,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 公积金 业主自还
                              ",已上传房本照片,1080000.0,
401,沈阳,https://sy.lianjia.com/ershoufang/102105235492.html,2室1厅1厨1卫,高楼层 (共34层),93.02㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2022-01-12,商品房,2012-01-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,870000.0,
402,沈阳,https://sy.lianjia.com/ershoufang/102105950952.html,3室2厅1厨2卫,高楼层 (共32层),103㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-08-27,商品房,2018-09-09,普通住宅,暂无数据,非共有,"
                                有抵押 49万元 银行 客户偿还
                              ",已上传房本照片,1100000.0,
403,沈阳,https://sy.lianjia.com/ershoufang/102105030937.html,3室2厅1厨1卫,中楼层 (共6层),112.71㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,无,2021-10-25,商品房,2014-05-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1200000.0,
404,沈阳,https://sy.lianjia.com/ershoufang/102106023175.html,3室2厅1厨1卫,低楼层 (共29层),113.81㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-09-19,商品房,2018-01-22,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1050000.0,
405,沈阳,https://sy.lianjia.com/ershoufang/102106209943.html,2室2厅1厨1卫,中楼层 (共6层),83.2㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,无,2022-11-17,商品房,2009-11-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,530000.0,
406,沈阳,https://sy.lianjia.com/ershoufang/102106187006.html,2室1厅1厨1卫,中楼层 (共33层),83.34㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-11-09,商品房,2020-02-27,普通住宅,暂无数据,非共有,"
                                有抵押 42万元 建设 客户偿还
                              ",已上传房本照片,930000.0,
407,沈阳,https://sy.lianjia.com/ershoufang/102105213769.html,2室2厅1厨1卫,低楼层 (共34层),86.54㎡,平层,65.7㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2022-01-03,商品房,2015-06-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1290000.0,
408,沈阳,https://sy.lianjia.com/ershoufang/102105679451.html,2室2厅1厨1卫,低楼层 (共34层),84.12㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2022-06-16,商品房,2020-11-02,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1450000.0,
409,沈阳,https://sy.lianjia.com/ershoufang/102106123699.html,3室2厅1厨1卫,中楼层 (共34层),108.56㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-10-19,商品房,2018-10-29,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 邮政 客户偿还
                              ",已上传房本照片,1200000.0,
410,沈阳,https://sy.lianjia.com/ershoufang/102105461763.html,3室2厅1厨1卫,低楼层 (共18层),94.06㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,集中供暖,有,2022-04-11,商品房,2017-07-12,普通住宅,满五年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,820000.0,
411,沈阳,https://sy.lianjia.com/ershoufang/102105607706.html,2室1厅1厨1卫,中楼层 (共18层),79.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2022-05-29,商品房,2012-05-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,790000.0,
412,沈阳,https://sy.lianjia.com/ershoufang/102104657145.html,2室1厅1厨1卫,中楼层 (共18层),71.14㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯三户,集中供暖,有,2021-07-27,商品房,2014-07-07,普通住宅,满五年,非共有,"
                                有抵押 70万元 70万左右 哈尔滨银行 业主自还
                              ",已上传房本照片,1100000.0,
413,沈阳,https://sy.lianjia.com/ershoufang/102104996572.html,3室1厅1厨2卫,低楼层 (共9层),117.04㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-10-15,商品房,2019-05-20,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",已上传房本照片,1260000.0,
414,沈阳,https://sy.lianjia.com/ershoufang/102104063261.html,2室1厅1厨1卫,中楼层 (共33层),76.9㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2021-03-21,商品房,2018-08-23,普通住宅,暂无数据,非共有,"
                                有抵押 40万元 建设银行沈中支行 客户偿还
                              ",已上传房本照片,799000.0,
415,沈阳,https://sy.lianjia.com/ershoufang/102101178813.html,2室1厅1厨1卫,高楼层 (共27层),96.16㎡,平层,86㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2019-02-28,商品房,2011-10-11,普通住宅,满五年,共有,"
                                有抵押 22万元 建行 业主自还
                              ",已上传房本照片,1150000.0,
416,沈阳,https://sy.lianjia.com/ershoufang/102106105380.html,3室1厅1厨1卫,低楼层 (共30层),109.01㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,集中供暖,有,2022-10-13,商品房,2019-10-13,普通住宅,暂无数据,非共有,"
                                有抵押 18万元
                              ",已上传房本照片,730000.0,
417,沈阳,https://sy.lianjia.com/ershoufang/102104613097.html,2室2厅1厨1卫,中楼层 (共33层),88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-16,商品房,2017-03-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,1540000.0,
418,沈阳,https://sy.lianjia.com/ershoufang/102102533876.html,3室2厅1厨1卫,中楼层 (共32层),116.19㎡,平层,暂无数据,板楼,西 南 北,钢混结构,精装,两梯四户,集中供暖,有,2020-04-05,商品房,2015-01-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,750000.0,
419,沈阳,https://sy.lianjia.com/ershoufang/102102664043.html,3室2厅1厨1卫,低楼层 (共33层),94.8㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2020-04-25,商品房,2016-02-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,540000.0,
420,沈阳,https://sy.lianjia.com/ershoufang/102106034521.html,2室1厅1厨1卫,高楼层 (共34层),90.17㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,一梯两户,集中供暖,有,2022-09-22,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 34万元 公积金 客户偿还
                              ",未上传房本照片,970000.0,
421,沈阳,https://sy.lianjia.com/ershoufang/102105354425.html,3室1厅1厨1卫,中楼层 (共33层),115.66㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,集中供暖,有,2022-02-27,商品房,2017-05-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1480000.0,
422,沈阳,https://sy.lianjia.com/ershoufang/102105791560.html,2室1厅1厨1卫,低楼层 (共33层),82.99㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2022-07-15,商品房,2018-07-05,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,1490000.0,
423,沈阳,https://sy.lianjia.com/ershoufang/102104599227.html,3室2厅1厨1卫,中楼层 (共18层),106.26㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2021-07-12,商品房,2018-03-18,普通住宅,暂无数据,共有,"
                                无抵押
                              ",已上传房本照片,780000.0,
424,沈阳,https://sy.lianjia.com/ershoufang/102106192277.html,3室1厅1厨1卫,中楼层 (共33层),77㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2022-11-10,商品房,2017-07-13,普通住宅,满五年,非共有,"
                                有抵押 42万元
                              ",已上传房本照片,720000.0,
425,沈阳,https://sy.lianjia.com/ershoufang/102105643699.html,3室2厅1厨2卫,低楼层 (共13层),158.6㎡,错层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2022-06-07,商品房,2007-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,1900000.0,
426,沈阳,https://sy.lianjia.com/ershoufang/102104554743.html,2室1厅1厨1卫,低楼层 (共19层),84.63㎡,平层,64㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2021-07-03,商品房,2018-03-15,普通住宅,暂无数据,非共有,"
                                有抵押 30万元 工行 客户偿还
                              ",已上传房本照片,1000000.0,
